 3.00000000e+02 8.17778365e-01 5.09891811e-01 4.89996970e-01
 3.10000000e+02 6.97716218e-01 2.59835226e-01 2.29461877e-01
 3.20000000e+02 8.85288933e-01 2.94420424e-01 2.49883348e-01
 3.30000000e+02 1.08787713e+00 3.45527283e-01 2.81761248e-01
 3.40000000e+02 1.23578484e+00 3.85720631e-01 2.95614368e-01
 3.50000000e+02 1.27836568e+00 4.14073365e-01 2.87755877e-01
 3.60000000e+02 1.18619081e+00 4.35876267e-01 2.60162509e-01
 3.70000000e+02 9.72897764e-01 4.61597550e-01 2.19936544e-01
 3.80000000e+02 6.96003727e-01 5.03524330e-01 1.76964364e-01
 3.90000000e+02 4.29635408e-01 5.70894028e-01 1.40699783e-01
 4.00000000e+02 2.27333072e-01 6.65256353e-01 1.17689652e-01
 4.10000000e+02 1.03129680e-01 7.77672348e-01 1.10841028e-01
 4.20000000e+02 4.05476181e-02 8.88826115e-01 1.20305402e-01
 4.30000000e+02 1.41697544e-02 9.72617559e-01 1.45065670e-01
 4.40000000e+02 4.57140018e-03 1.00312797e+00 1.84262776e-01
 4.50000000e+02 1.41136278e-03 9.63490964e-01 2.37764684e-01
 4.60000000e+02 4.22229883e-04 8.53378728e-01 3.05978867e-01
 4.70000000e+02 1.20589606e-04 6.91016577e-01 3.89153197e-01
 4.80000000e+02 3.20833031e-05 5.07518714e-01 4.86423333e-01
 4.90000000e+02 7.80692061e-06 3.35598293e-01 5.94816581e-01
 5.00000000e+02 1.72135785e-06 1.98410653e-01 7.08433617e-01
 5.10000000e+02 3.42716997e-07 1.04192024e-01 8.18102993e-01
 5.20000000e+02 6.15590281e-08 4.82995686e-02 9.11852697e-01
 5.30000000e+02 9.97634508e-09 1.96504270e-02 9.76454653e-01
 5.40000000e+02 1.45930766e-09 6.97853410e-03 1.00000000e+00
 5.50000000e+02 1.92773715e-10 2.15239847e-03 9.74994069e-01
 5.60000000e+02 2.30112377e-11 5.73858927e-04 9.01007899e-01
 5.70000000e+02 2.48380691e-12 1.31679845e-04 7.85774722e-01
 5.80000000e+02 2.42605672e-13 2.59010496e-05 6.43997501e-01
 5.90000000e+02 2.14600630e-14 4.35101098e-06 4.93995008e-01
 6.00000000e+02 1.72055676e-15 6.22101557e-07 3.53276635e-01
 6.10000000e+02 1.25139089e-16 7.54711194e-08 2.34656282e-01
 6.20000000e+02 8.26410235e-18 7.74674462e-09 1.44250212e-01
 6.30000000e+02 4.96001030e-19 6.71060340e-10 8.17865737e-02
 6.40000000e+02 2.70813332e-20 4.89441936e-11 4.26300255e-02
 6.50000000e+02 1.34642976e-21 2.99939785e-12 2.03646104e-02
